speaker,label,type,utterance
139239482,,, @Deco_Ilha We are seeing that Gamertag on http://t.co/da0mulu2 which means it does exist.
77032886,,, @XboxSupport1 I do not know what to do ...
77032886,,, more or to whom should I turn.
139239482,,, @Deco_Ilha How long have you had this account?
77032886,,, @XboxSupport1 is my windows live id...
77032886,,, more 10 years...
77032886,,, i used every day....
77032886,,, i'm using now...
139239482,,, @Deco_Ilha Do you have a console the account can be accessed on?
77032886,,, @XboxSupport1 No...
77032886,,," ican't download the gamertag, displays an error number 8016ce52.."
139239482,,, @Deco_Ilha Have you tried changing the Live ID on that to a new email address on the site?
77032886,,, @XboxSupport1 how???
77032886,,, i can't acess the gamertag
139239482,,, @Deco_Ilha You are not able to sign in to http://t.co/da0mulu2 anymore?
77032886,,,@XboxSupport1 with my WLID no...
139239482,,, @Deco_Ilha The screencap you had sent showed it logged in.
139239482,,, That is not able to happen now?
77032886,,," @XboxSupport1 ahhhh if you consider what is being logged, then yes I can ..."
77032886,,, only up to that point.
139239482,,, @Deco_Ilha Are you able to sign in here?
139239482,,, http://t.co/wFx4x1Fy ^RH
77032886,,, @XboxSupport1 Yes...
77032886,,, see the picture http://t.co/FDUM29UF
139239482,,, @Deco_Ilha Are you able to change the email there?
139239482,,, We'd also recommend deleting that picture.
77032886,,,@XboxSupport1 i think the error is (see the picture) http://t.co/YB9LV3YO
139239482,,, @Deco_Ilha Does that account have information or a subscription on it?
77032886,,, @XboxSupport1 information i think yes (see the picture) subscription i dont know..
77032886,,, how can i obtain this subscription?
77032886,,, http://t.co/NT7a1NFp

139239482,,, @aarondery123 So is the issue resolved now?
266778116,,,@XboxSupport1 yes
139239482,,, @aarondery123 Cool!
139239482,,, Glad you are sorted ^JX

139239482,,, @NourSaid_ What seems to be the issue on your end?
139239482,,, @NourSaid_ Have you tried redeeming on the console and http://t.co/da0mulu2 ?
319186432,,,@XboxSupport1 it always says : code is invalid when i try to redeem code and i cant to do any other thing on xbox live
139239482,,," @NourSaid_ When you redeem on the console, do you also get an 8 digit error code?"
319186432,,,@XboxSupport1 Yes i do !!!
139239482,,, @NourSaid_ What does it say?

139239482,,,@Revan646 Is the issue resolved for you now ^JN
128818170,,, @XboxSupport1 I guess.
128818170,,, I still cant get into it conventionaly.
128818170,,," But pressing LB works for everyone, so tell people to use that"
139239482,,, @Revan646 Cool.
139239482,,, We'll definitely pass that along.
139239482,,," If you don't mind me asking, how did you find that trick?"
128818170,,, @XboxSupport1 .
128818170,,, @AarranStapleton told me about the trick.
128818170,,, Appearently theres a bug on the starting page.
128818170,,, And thanks.
139239482,,, @Revan646 Thanks for letting us know!
139239482,,, Cheers :) ^JN

139239482,,,@MrHeelPhilip If you register your Xbox console you can buy replacement parts here: http://t.co/gJS8ilNW or check local/online retailers ^JX
402623703,,, @XboxSupport1 okay cool!
402623703,,, Thank you

139239482,,, @xxCesqxx What happens when you try to sign in?
139239482,,, Still not able to?
139239482,,, Get any errors?
398374242,,, @XboxSupport1 Diff.
398374242,,," Problem now, can't play mw3 online, it black screens after fetching profile"
139239482,,," @xxCesqxx OK, try re-downloading your profile to your Xbox 360."
139239482,,, Go to Social&gt;Sign In or Out&gt;Download Profile.
139239482,,, Let us know results.
398374242,,,"@XboxSupport1 still black screened, I think it's something that has to do with InfinityWard, I posted on the forums &amp; someone tried to help"
139239482,,,@xxCesqxx And you have gone through the information here: http://t.co/U2Ri5ChL  ^RH
398374242,,,"@XboxSupport1 I don't have that file, I'm an elite premium member idk if that effects that"
139239482,,," @xxCesqxx OK, and when was the last time that you tried to start a multiplayer game of MW3?"
398374242,,,"@XboxSupport1 the last time I actually played online on mw3 was on Monday, I sent Class changes from the elite app to the Xbox"
139239482,,, @xxCesqxx Can you try starting a game and leave it on the blank screen for a good 5-10 minutes?
398374242,,,"@XboxSupport1 okay I did for about 15 minutes and well it's just stays black, until I hit the guide button and go to the dashboard"
139239482,,," @xxCesqxx Hmm, OK."
139239482,,," So we've tried clearing cache, installing game, re-downloading profile, yeah?"
139239482,,, Still all black screen?
398374242,,,@XboxSupport1 Correct
139239482,,, @xxCesqxx Are there any other accounts on your console?
398374242,,,@XboxSupport1 No just one
139239482,,, @xxCesqxx Has your console been on since we've been talking?
398374242,,,@XboxSupport1 Yes I've been on Netflix since 8:30 central time
139239482,,, @xxCesqxx Okay.
139239482,,," Can we make sure all of that data is clear, along with the cache, and then restart the console and try to launch a game?"
398374242,,,@XboxSupport1 I did still black screened
139239482,,," @xxCesqxx Okay, what happens if you remove your HDD and start the game from there?"
398374242,,,@XboxSupport1 I don't have an bad just a 4gb Xbox and USB
139239482,,, @xxCesqxx I'm guessing HDD got autocorrected.
139239482,,, Where is your save file located?

354138903,,, @XboxSupport1 the profile is on my hardrive wich is currently in my new xbox.
354138903,,, But I don't know the email and password it asks for in order
139239482,,, @ilovekylefrench Do you still have the old console available?
354138903,,,@XboxSupport1 no
139239482,,, @ilovekylefrench That information would be needed in order to access it.
139239482,,, This link may help: http://t.co/tPq5En0N ^RH

139239482,,, @GordonB85 Have you cleared the cache before reinstalling the app?
139239482,,, http://t.co/Yy3otP6R ^JN
396547657,,,@XboxSupport1 yes mate a people I know havin same problem only one channel
139239482,,, @GordonB85 Are you seeing any error messages when this happens?
396547657,,,@XboxSupport1 no just dodgy sound
139239482,,, @GordonB85 Does this only happen in this app?
396547657,,,@XboxSupport1 yes only on the sky app the nat geo channel

139239482,,, @fordexploreryay Can you check this disc drive guide?
139239482,,, http://t.co/MrFGwSKe Let us know if it helps.
830259854,,,@XboxSupport1 not really
139239482,,, @fordexploreryay You can't try the link?
139239482,,, Are you able to try opening that link with a computer?
830259854,,,@XboxSupport1 I meant it didn't help
139239482,,," @fordexploreryay OK, if you remove your console's hard drive and try, does it read discs?"
139239482,,, Here's steps http://t.co/oRcCjQx1 ^PS
830259854,,,@XboxSupport1 nope
139239482,,, @fordexploreryay Did this troubleshooter recommend service or replacing the disc?
139239482,,, http://t.co/MrFGwSKe ^JC

139239482,,, @ryangroves21 What happens when you play Fifa?
139239482,,, Are you getting an error code?
139239482,,, What do you mean by break?
543613771,,, @XboxSupport1 'the disc is unreadable' even on brand new copies.
543613771,,, My xbox still has no problems with other games though
139239482,,, @ryangroves21 Do you have a friend/family member with an Xbox that you can try the disc in to see if the issue persist?
543613771,,, @XboxSupport1 I'll give it a try.
543613771,,, Thanks xbox dude/dudette

139239482,,, @TheJosephGill Can you try this trouble shooter?
139239482,,, http://t.co/RCIcvgCs ^PJ
166550876,,,"@XboxSupport1 yeah i did, they said i need to send it in but it's out of warranty."
139239482,,," @TheJosephGill Ah, I see."
139239482,,, You can still pay for a repair if you like.
139239482,,, It'd be $100 set up online - http://t.co/gJS8ilNW ^PC

139239482,,, @GameDOW Have we tried clearing your cache and redownloading your profile at all?
139239482,,, http://t.co/Yy3otP6R ^JN
374608190,,,@XboxSupport1 nope still not working
139239482,,," @GameDOW If you check the files on your storage device, do you see any yellow exclamation points?"
374608190,,,@XboxSupport1 nope
139239482,,, @GameDOW How many save files do you have under this game?
374608190,,,@XboxSupport1 2
139239482,,, @GameDOW So you have tried moving the save files to USB then trying to load from there?
374608190,,,@XboxSupport1 yup
139239482,,,@GameDOW Let's make sure your saves are backed up then delete the game then redownload/reinstall &amp; try again ^JX

423746865,,,@XboxSupport1 is it too late to get the new dashboard public beta?
139239482,,,"@Farrenn_Ladd Not at all, try the steps here http://t.co/dckGfhfC ^JN"
423746865,,,@XboxSupport1 it says Sorry we can not compelete your service request
139239482,,, @Farrenn_Ladd Does it have any more info than that?
423746865,,,@XboxSupport1 can you send me a code?

19857755,,,@XboxSupport1 tried all these and still having problems?!
139239482,,, @JohnosArm Have you cleared the cache as well?
139239482,,, http://t.co/Yy3otP6R ^PC

139239482,,, @lord_of_own What region are you currently in?
56687579,,,@XboxSupport1 I am in India
139239482,,, @lord_of_own Is your profile and billing info also set up for your region?
56687579,,, @XboxSupport1 I created my profile in India but I bought my XBOX from Hong Kong...
56687579,,, I downloaded demo first to check it works or not
139239482,,, @lord_of_own You will need to make sure that the console being used is from the same region as the gamertag.
56687579,,, @XboxSupport1 but it showed in the market and also demo worked...
56687579,,, so now what options does i have to get it working
139239482,,," @lord_of_own The title would have showed due to the fact that your gamertag is from that region, but the console..."
139239482,,, cont.
139239482,,, ) ^AD
56687579,,,"@XboxSupport1 but how come demo worked n dere were no warnings or message given before doing purchase, so i should get refund of my purchase"
139239482,,, @lord_of_own Can you clarify your question?
56687579,,, @XboxSupport1 (cont...
56687579,,, completed d purchase.
56687579,,, But now d game doesn't work so i need refund of my purchase else tell me how it will work
139239482,,, @lord_of_own You may want to contact phone support regarding refunds.
139239482,,, Do you need the number?
56687579,,, @XboxSupport1 yes please ...
56687579,,, n please give person who can help in real dnt want to keep my phone on hold

139239482,,, @TheHingerz Did you have it backed up to a different storage like USB flash or the cloud?
553638801,,,@XboxSupport1 bad rime to ask :/ but no :/ I wanf it back :/
139239482,,, @TheHingerz When you go to Settings-System-Storage-Hard Drive do you still see the game save data under Forza?
553638801,,, @XboxSupport1 yes I do!
553638801,,, But I is saying nothing wen I ay it!
553638801,,, I was top 10k in the counrty so fix it!!!!!
139239482,,," @TheHingerz So the save file is present, does it show as corrupt?"
553638801,,,@XboxSupport1 no!
139239482,,," @TheHingerz So the data is present, what does the screen look like when you try to load the save file?"
553638801,,,@XboxSupport1 normal just without my save!!!
139239482,,, @TheHingerz Which Forza game are you having the issue with?
553638801,,,@XboxSupport1 4 :(
139239482,,, @TheHingerz Are you logging into the same profile you used to progress in the game?
553638801,,, @XboxSupport1 do you think I'm dumb?
